Security Code,Security Id
540635,HEOF1100DD
540636,HEOF1100RG
540637,HEOF1100RD
540642,SALASAR
540653,SINTEXPLAST
540669,UTINEXT50
540671,AXISAHDGG
540672,AXISAHGPG
540673,SIS
540678,COCHINSHIP
540680,KIOCL
540682,IPRU2991
540683,IPRU2992
540684,IPRU9193
540685,IPRU9194
570002,FELDVR
570004,JISLDVREQS
580001,STAN
590003,KARURVYSYA
590005,TIDEWATER
590006,AMRUTANJAN
590013,XPROINDIA
590018,HISARMET
590021,BHARATRAS
590024,FACT
590025,GINNIFILA
590030,SPIC
590031,DENORA
590041,KAVVERITEL
590043,HARITASEAT
590051,SAKSOFT
590056,SALONACOT
590062,ANDHRSUGAR
590065,IMPAL
590066,KCP
590068,KHAITANLTD
590070,RADAAN
590071,SUNDARMFIN
590072,SUNDRMBRAK
590073,WHEELS
590075,LAMBODHARA
590078,MAITHANALL
590086,ORISSAMINE
590103,NIFTYBEES
590104,JUNIORBEES
590106,BANKBEES
590107,KOTAKPSUBK
590108,PSUBNKBEES
590109,SHARIABEES
590110,QNIFTY
590115,M50
590134,MADRASFERT
